date,universe,ticker,side,risk_reward,expectancy,profit_factor
2024-04-07,Crypto,pbx,11,328.6620775043076,1.0839065622506454e11,561.3136316474254
2024-04-07,Crypto,gbp,10,3.2230945201155064e10,4.451036676512419e10,1133.4790143038779
2024-04-07,Crypto,blz,9,6.13082327531122e10,1.2190045793430832e10,864.4072600591508
2024-04-07,Crypto,dai,8,2.5266358384111927e10,2.2880428951984585e10,653.6426313272998
2024-04-07,Crypto,zelix,8,951928851.8698334,-7411672767.521385,46.47960185770578
2024-04-07,Crypto,ator,7,1.780690641698158e10,1.6246322735640083e10,824.4653999302552
2024-04-07,Crypto,fei,7,7.748076272722789e10,8711107493.44296,239.63251767702496
2024-04-07,Crypto,soc,7,335.08413501418573,5676478430.43274,239.0376304966157
2024-04-07,Crypto,fort,7,7.552548713036955e10,-4.138231927178601e10,175.97650130910085
2024-04-07,Crypto,qtf,7,4.34756173820902e10,-5770208929.38364,84.31917328321182
2024-04-07,Crypto,lever,7,1929566482.7562463,1.809468338426866e10,82.58795506119637
2024-04-07,Crypto,apn,7,3.4576459739962776e10,2.101098158053923e10,74.55341980112657
2024-04-07,Crypto,lusd,7,1.3538895055382565e11,1.3727436578183533e10,56.272509425326135
2024-04-07,Crypto,alpha,7,1.878454420907298e10,1.0915673413398811e10,41.08579072053928
2024-04-07,Crypto,vib,7,1.976218184837797e10,2.465715539850363e10,31.62039033545066
2024-04-07,Crypto,btc,7,11.821590416957278,2.697195784204605e10,27.34964578720982
2024-04-07,Crypto,ampl,6,8.697408673655666e10,1.2688876016006e10,837.6986950663046
2024-04-07,Crypto,bnx,6,6.732290211592917,1.4289453456217339e10,821.1977861676932
2024-04-07,Crypto,vai,6,2.4360486392452863e11,1.9268803957410744e10,576.8536692976348
2024-04-07,Crypto,dfi,6,977637671.7390487,2.6828605503500404e10,497.46051463714883
2024-04-07,Crypto,arb,6,5.7718589751994896e10,2.22092062050616e10,317.55665453497346
2024-04-07,Crypto,atlas,6,21.55066738246952,5154897794.867223,261.0969390256344
2024-04-07,Crypto,babydoge,6,-6.5232684628484344e10,8076108085.109747,125.3862543446875
2024-04-07,Crypto,plex,6,7.650312490519308e10,1.1884694965160633e10,98.58175717738757
2024-04-07,Crypto,rats,6,1.9736472897910458e10,-3.813750553515365e10,54.37225542777567
2024-04-07,Crypto,kas,6,7.650312477171347e10,-2.8365286615397106e10,44.9793850053356
2024-04-07,Crypto,act,6,951928914.2900512,1.65966749491308e10,65.9288527815682
2024-04-07,Crypto,xrd,6,5.771858093771207e10,6.5791260101848305e10,43.051465893290136
2024-04-07,Crypto,ordi,6,4.8040050235262024e10,-4.010510894131871e10,6.221160574541376
2024-04-07,Crypto,abbc,6,2.0049433223362152e10,3.182330786211682e10,32.040270734129564
2024-04-07,Crypto,aioz,6,66.09134942334354,1.0750491937831861e10,23.29338426878122
2024-04-07,Crypto,rei,6,102.68933155923149,3.413101239732816e10,15.620830449667139
2024-04-07,Crypto,math,5,5.336100386433342e10,1.3795838123457285e10,480.9187552582986
2024-04-07,Crypto,ankr,5,48.35223501839807,1.531516582732874e10,402.4310935648444
2024-04-07,Crypto,usdp,5,5.867050910686403e10,1.0552737481462719e10,345.00510447085884
2024-04-07,Crypto,reef,5,1.9736473147840824e10,-3.670429556143721e10,286.27197467818837
2024-04-07,Crypto,isp,5,1.875883498978646e10,-3706942523.5649147,-58.48236482485265
2024-04-07,Crypto,anc,5,-3.7955950410855446e10,9682033602.091908,176.4639488038514
2024-04-07,Crypto,mask,5,2.5749579421956985e10,1.084147047527388e10,207.70078479075326
2024-04-07,Crypto,banana,5,3.460216825255218e10,-1.0861091117800325e10,183.29170273418183
2024-04-07,Crypto,hive,5,3.3624530860010326e10,2.9202554304271667e10,169.77535040024435
2024-04-07,Crypto,sats,5,1.8758835416319954e10,-1.9620523271424866e10,51.507992945790576
2024-04-07,Crypto,lunc,5,951928925.0304347,3.3213444956462708e10,63.22062808880727
2024-04-07,Crypto,steth,5,323.31123731261636,2113280224.1030474,16.74796941003788
2024-04-07,Crypto,bel,5,977636772.908966,3.805805655361194e10,2.504511667808183
2024-04-07,Crypto,velo,4,951928837.2688061,7276604571.308405,474.0697466643222
2024-04-07,Crypto,rif,4,15.386285530732062,4130444737.947858,425.90369713984444
2024-04-07,Crypto,pax,4,5.771858095891685e10,4187458613.2601633,311.0772879892453
2024-04-07,Crypto,tomi,4,9101.775983921956,1.9294876336100643e10,309.00803032279947
2024-04-07,Crypto,myria,4,951938028.6612016,1.6795930063331856e10,274.77013670841046
2024-04-07,Crypto,usdn,4,9038.059536555918,-2411954807.8154125,259.8478462933941
2024-04-07,Crypto,kan,4,951928963.1396471,2.0475624381084335e10,238.35875337381327
2024-04-07,Crypto,bnc,4,119.38927079123462,3.0245906793890934e10,215.59566759213504
2024-04-07,Crypto,deso,4,1.8784544302242317e10,6307791407.015152,193.7173139621021
2024-04-07,Crypto,nest,4,5.993539831736218e10,7987789859.830322,99.3632883465665
2024-04-07,Crypto,upi,4,951928842.8051332,8189088774.018984,76.50240775067633
2024-04-07,Crypto,dfyn,4,-977637479.2987571,8623543185.7543,79.17279181763453
2024-04-07,Crypto,wlkn,4,1.9736472820245335e10,-4.029114744716108e10,48.79000628347099
2024-04-07,Crypto,bttc,4,-5.6766651912433685e10,-2.1771617506489304e10,44.93925048991828
2024-04-07,Crypto,ccd,4,1.9736473183002308e10,1.268017236479696e10,67.51071959203172
2024-04-07,Crypto,shib,4,951928924.2105304,2.993037010375109e10,65.42823147797117
2024-04-07,Crypto,usdc,4,1.6854977882082758e10,1.3605036050353683e10,-59.53795162539497
2024-04-07,Crypto,trx,4,1.973647290158862e10,-2.09604206598492e10,-6.731364477289553
2024-04-07,Crypto,jasmy,4,93.52075316406192,2.908893276561724e10,38.57662276402287
2024-04-07,Crypto,lamb,4,93.71399405228566,2.582546839600929e10,36.92107380996937
2024-04-07,Crypto,joe,4,5.674094322303381e10,2.999664914162175e10,30.0020166411632
2024-04-07,Crypto,bnb,4,5.911902063078238,2.1039442722301483e10,8.97149408993621
2024-04-07,Crypto,bdx,4,5.77185809582717e10,-8614983650.811264,-39.19211382823746
2024-04-07,Crypto,eos,4,-46.68496218098298,-4257578823.91885,-7.799622168802681
2024-04-07,Crypto,csix,4,7.650312497245029e10,1.3553446831112322e10,15.284183826907803
2024-04-07,Crypto,num,4,1.8784544211815212e10,1.0225091486110582e10,15.944152489966559
2024-04-07,Crypto,ethw,4,314.84319517217125,6150661387.374548,-4.01667136125266
2024-04-07,Crypto,ela,4,9.995315417666179,4143615620.970473,11.122135656193214
2024-04-07,Crypto,pendle,4,-7.96719749025668e11,-3.0356412852022038e10,-46.52759756631039
2024-04-07,Crypto,theta,3,2.9971824438448786,54224220.89857006,1227.0846548700222
2024-04-07,Crypto,pivx,3,-134.91079917904779,-2.63287602018967e10,392.1555319291654
2024-04-07,Crypto,rfd,3,951928796.5742809,-3.0607827955873505e10,371.58318332256414
2024-04-07,Crypto,tara,3,951928868.6943531,4101852984.794903,389.26190864619906
2024-04-07,Crypto,waxl,3,216.49652182020617,1.6783186802141273e10,295.64121377664094
2024-04-07,Crypto,ousd,3,2.267751469603516e11,1.7026429295381628e10,-76.54214428589444
2024-04-07,Crypto,shill,3,951928945.1652406,1.9130590106731113e10,197.806652863907
2024-04-07,Crypto,nym,3,-1.6807892868190622e11,-1.0490137694795107e10,182.8238995462044
2024-04-07,Crypto,hero,3,-25681270.108103514,2.06921477583349e10,103.73399300412551
2024-04-07,Crypto,ptp,3,5.77185807047889e10,3924441881.7722216,87.64327179036661
2024-04-07,Crypto,mmm,3,5.867053689453872e10,6777599082.140219,87.06755527778463
2024-04-07,Crypto,blur,3,94.37609863939561,1.9433911168190834e10,86.68111186202988
2024-04-07,Crypto,insur,3,94.37673668880782,2.2207665390348434e10,85.68270906734264
2024-04-07,Crypto,pepe2,3,951928858.7051511,6684401352.768687,78.96364110203038
2024-04-07,Crypto,astro,3,3.6531734856746704e10,6521341992.054232,51.53557071733562
2024-04-07,Crypto,psl,3,1.973647311958142e10,2.589279985052112e10,65.15360224498046
2024-04-07,Crypto,stmx,3,-25708643.219301105,2.8834811156519897e10,63.18427689283633
2024-04-07,Crypto,elon,3,951928921.711269,2.1858897842224415e10,62.05987082073155
2024-04-07,Crypto,iost,3,951928836.7609354,6788508470.751976,61.18128024037568
2024-04-07,Crypto,cirus,3,355.9851054370958,8728944477.161924,57.08427617666936
2024-04-07,Crypto,coval,3,27367.260211906363,4214679893.663437,58.10954468911443
2024-04-07,Crypto,hegic,3,159.39367755250038,1.7880682106624596e10,50.47422792115108
2024-04-07,Crypto,mts,3,-977637467.936318,5370726221.043123,43.82492710497671
2024-04-07,Crypto,nebl,3,1.9071795352366886e10,863430955.4183884,14.32891434592726
2024-04-07,Crypto,prime,3,7.65031246833235e10,-2.4650689123698967e10,-18.134694887795362
2024-04-07,Crypto,snt,3,7.104719873520701,3084789778.8619995,37.74066624518486
2024-04-07,Crypto,ghx,3,2.0049433186078674e10,-3012033994.8320293,32.23229908033816
2024-04-07,Crypto,upo,3,-2.079906027390369e11,-2.5390189474670757e10,-6.5609679551815105
2024-04-07,Crypto,navi,3,3.460216832707442e10,2.0122332682323685e10,8.97010025726184
2024-04-07,Crypto,o3,3,1.7806906715415836e10,-2244213295.432188,17.858833074689173
2024-04-07,Crypto,time,3,-2.2579750923572464e11,-9796225147.761185,-2.8252173559528657
2024-04-07,Crypto,qrdo,3,-130.63392863922107,-2.7409864881601856e10,-27.267761925312435
2024-04-07,Crypto,swash,3,3.0233143665375923e10,285755283.5387192,12.664361047712005
2024-04-07,Crypto,bch,3,1.878454418851941e10,-5312289575.97732,9.605884215088892
2024-04-07,Crypto,gno,3,14.299778554648773,6957062824.575672,11.584966793714955
2024-04-07,Crypto,df,3,-977637552.6885175,8944670517.946941,9.09259343145783
2024-04-07,Crypto,ar,3,-977637475.978334,2.34034986183208e10,7.599128692188193
2024-04-07,Crypto,ape,3,89.5598923814952,2.269009937634201e10,6.82540730853431
2024-04-07,Crypto,rvn,3,86.23335220262861,2.9553664787970383e10,-25.68579438465833
2024-04-07,Crypto,mx,3,-977637562.5349312,1.247372365193499e10,4.263722519958753
2024-04-07,Crypto,asm,3,977610207.2934256,1.1389185784376087e10,-17.84204758963099
2024-04-07,Crypto,fx,3,-2.4771493529745365e10,5263372175.441336,-5.202029984722772
2024-04-07,Crypto,acm,3,977637553.6525908,7885157677.433748,-9.996722751735398
2024-04-07,Crypto,ltc,3,3.1068818128020523,9370360506.502449,4.759542746363582
2024-04-07,Crypto,aergo,2,-977637563.372695,1371848757.0765777,1227.1280230355592
2024-04-07,Crypto,vlx,2,1.780690671015929e10,-439753642.9855423,451.21795015831157
2024-04-07,Crypto,clv,2,-977637477.3932973,3.1267639794635857e10,427.1065953651618
2024-04-07,Crypto,lai,2,5.771858078523709e10,1.718550775115574e10,420.39765802218255
2024-04-07,Crypto,fio,2,-977637477.4708698,2.111213544050859e10,415.76279612277307
2024-04-07,Crypto,ctc,2,88.78065529265679,2.00547028572985e10,416.85505743331885
2024-04-07,Crypto,token,2,2.756491637350436,42184.567836607595,416.9763294474591
2024-04-07,Crypto,bts,2,9058.779101848751,-8342357008.605961,144.78523048221118
2024-04-07,Crypto,hbar,2,112.6356106763,2.0082223312937202e10,336.32711908034645
2024-04-07,Crypto,eur,2,7.819690248748876,1473183189.5519843,290.74718507276066
2024-04-07,Crypto,lat,2,-977637481.7986162,-667612079.7996578,166.37246605891096
2024-04-07,Crypto,op,2,103.1068864855132,2.256888266220562e10,150.30639338917757
2024-04-07,Crypto,hydra,2,977637569.3441933,9934920560.982231,127.81305946657828
2024-04-07,Crypto,volt,2,951956210.5318191,-4358906606.7443285,104.6490452587962
2024-04-07,Crypto,eul,2,1.8784544199801662e10,-1.3759334790321646e10,100.80695617790482
2024-04-07,Crypto,izi,2,2.5749131257267307e10,1.0427505434237549e10,59.11567319455535
2024-04-07,Crypto,ogv,2,12.8399780996038,2343829814.7310658,86.83566317795311
2024-04-07,Crypto,beamx,2,9.662084638345899,-1240110014.6074553,78.5336311261193
2024-04-07,Crypto,xen,2,2.2674943797305414e11,1.4915533338907011e10,-167.6778912992811
2024-04-07,Crypto,kint,2,951928849.3681451,3717314673.972618,70.25091708561726
2024-04-07,Crypto,vtho,2,-25708569.762154818,2.4260413985917053e10,61.50989977946863
2024-04-07,Crypto,em,2,1.8758835466505028e10,4035006794.472624,63.39830403227335
2024-04-07,Crypto,gmm,2,951928748.970101,-1.138279896911813e10,59.13874045170974
2024-04-07,Crypto,vision,2,951928697.1297638,-2.8028680464654877e10,35.72065492436151
2024-04-07,Crypto,floki,2,951928835.5897665,4142503464.9597836,59.901477717838844
2024-04-07,Crypto,floki2,2,951928835.5897665,4142503464.9597836,59.901477717838844
2024-04-07,Crypto,top,2,951928920.8724377,2.1946092531209824e10,59.17779862742745
2024-04-07,Crypto,ngl,2,356.25178547017356,4.031009386323806e10,40.39203819587647
2024-04-07,Crypto,sos,2,7.871994250626778e10,-450569979.10401917,20.640125638820862
2024-04-07,Crypto,kine,2,92.72449938814009,1.854455962834767e10,49.72033317298682
2024-04-07,Crypto,rbn,2,-977637586.3485628,1.0150288426687864e10,-337.4064473016071
2024-04-07,Crypto,eurc,2,977637651.232385,5310760778.538305,7.333789083144502
2024-04-07,Crypto,glm,2,14.590767610721803,3246624785.391714,39.53335622557824
2024-04-07,Crypto,zil,2,-977637560.3629185,7543779746.343819,35.7765447467626
2024-04-07,Crypto,etha,2,91.55252479768555,2.0975575690146523e10,34.497709804537564
2024-04-07,Crypto,hyve,2,79.75137729927849,2055254804.8517313,34.44018699219663
2024-04-07,Crypto,torn,2,5.77185805656535e10,-1.0804877230900425e10,-49.34558324078318
2024-04-07,Crypto,avt,2,17.52462953501972,1.125610116711055e10,23.229137219329278
2024-04-07,Crypto,trb,2,-977637445.2957236,1.8338345719287292e10,21.942820135740888
2024-04-07,Crypto,xwg,2,7.65031247848702e10,3982456943.818554,-15.712815629489395
2024-04-07,Crypto,sfp,2,5.6740943194563965e10,2.28499901682462e10,16.653257606984024
2024-04-07,Crypto,wbtc,2,6.072551623137504,1.5973273436869146e10,19.924759204099153
2024-04-07,Crypto,nkn,2,9.077510138129614e10,1.4246203015146795e10,10.742069776619367
2024-04-07,Crypto,bifi2,2,5.171246712296495,1.6368202947729736e10,18.05064471820541
2024-04-07,Crypto,arkm,2,51.46827386564625,-1501291984.2176695,14.069571318973956
2024-04-07,Crypto,xmr,2,1.976218162786327e10,-3.5209223046575836e10,-13.756570824599804
2024-04-07,Crypto,mpl,2,-977637550.4581113,7386801024.185114,10.607041978785402
2024-04-07,Crypto,ohm2,2,977637097.2209443,1607198300.7481756,-37.87138932599698
2024-04-07,Crypto,cro,2,12.749492504077352,5717975045.90369,8.976836479503401
2024-04-07,Crypto,alpaca,2,-977637615.2682122,-1.1674893806027916e10,-19.028287777426662
2024-04-07,Crypto,xava,2,161.84420167114453,2.2665581372404827e10,3.12922049006972
2024-04-07,Crypto,flm,2,-977637477.0432197,2.570185002615712e10,5.633888457661914
2024-04-07,Crypto,forth,2,-977637489.202266,1.4413489122794392e10,2.5814627401769563
2024-04-07,Crypto,ai,2,-220.49537742380636,2.3724308790386738e10,1.5317994013115683
2024-04-07,Crypto,oxy,2,211.69043987923266,1.0786681312839184e10,4.634114084241048
2024-04-07,Crypto,gods,2,-977637477.725849,2.0984347928026314e10,3.6161819246974685
2024-04-07,Crypto,trvl,2,3.4994639148033677,8266077199.277536,5.736699565666957
2024-04-07,Crypto,pundix,2,-2.4771493531020504e10,4864733112.958271,-4.751060308408325
2024-04-07,Crypto,h2o,2,2.9811078235689723,5719233488.765166,4.388583911018475
2024-04-07,Crypto,cream,2,1.9264899290505733,5493396419.458456,2.113055562241655
2024-04-07,Crypto,hnt,1,1.878454420344068e10,-8676847563.129961,451.42929217053046
2024-04-07,Crypto,rlc,1,88.44956834751903,1.2441697487798279e10,415.83604421932057
2024-04-07,Crypto,utk,1,86.31785895898273,1.9801543062307156e10,414.2634871995888
2024-04-07,Crypto,ada,1,87.85672894134001,1.3489985867584908e10,415.7604940351215
2024-04-07,Crypto,mdx,1,-977637564.6457841,-1274166037.1090379,414.467202039083
2024-04-07,Crypto,req,1,-2.2677514688361032e11,-1.0697513796523827e10,400.11642791328654
2024-04-07,Crypto,klv,1,951937917.2010354,-1.1697552981977987e10,273.4599310796186
2024-04-07,Crypto,hifi,1,-2.8449327932469604e11,-2.7240257494423798e10,154.19674877481418
2024-04-07,Crypto,amp,1,951928943.05988,1.1878596319432533e10,194.26326017173773
2024-04-07,Crypto,marsh,1,155.87588652680907,1.4939917291908562e10,165.9622886648386
2024-04-07,Crypto,root,1,16.05988736600423,6982222505.532786,165.23516488757429
2024-04-07,Crypto,csm,1,27468.41229485508,1.6059262394182259e10,128.47399401270448
2024-04-07,Crypto,mtrg,1,-3.8934036333175545e10,1.2602766319784225e10,156.37433129887728
2024-04-07,Crypto,gst,1,82.5793560829669,2.7609360518765564e10,150.8570996887318
2024-04-07,Crypto,brise,1,951928933.5642409,1.583193550578402e10,80.92456966132642
2024-04-07,Crypto,ertha,1,-951928823.0511408,-3475637269.486164,51.53790297369146
2024-04-07,Crypto,for,1,-5.6766651772596725e10,-441719819.2581425,68.54165231383983
2024-04-07,Crypto,ladys,1,-2.2484558039778723e11,9202440761.837536,47.31717727233465
2024-04-07,Crypto,spell,1,-25708646.074620724,1.9352937333393032e10,58.67061778314078
2024-04-07,Crypto,bob,1,-25708732.22181821,2996587584.809699,58.62169422600231
2024-04-07,Crypto,fitfi,1,-25708731.68675196,3667711097.8958883,58.058936995587096
2024-04-07,Crypto,luna,1,951928919.8545817,1.992085410558493e10,58.29940996777369
2024-04-07,Crypto,ooki,1,-25708732.407188296,4504757914.478096,56.321063549335214
2024-04-07,Crypto,soul,1,951928834.0781771,2064969482.4693537,57.01813830190405
2024-04-07,Crypto,swftc,1,-50.899562981176615,-1.2844794215647326e10,35.120069448795576
2024-04-07,Crypto,ufo,1,71.11868957994693,-8331206949.786432,47.15012442418165
2024-04-07,Crypto,3crv,1,2.6701059986171577e10,1.4309059523931555e10,-26.876421649202918
2024-04-07,Crypto,sdn,1,1.780690676145944e10,-3092368906.159519,41.244229757753814
2024-04-07,Crypto,islm,1,5.771858068001473e10,-7032788733.323229,41.7381810496282
2024-04-07,Crypto,titan,1,385.7209175153171,4736360300.485088,-210.44785272940703
2024-04-07,Crypto,dc,1,-25708726.67064321,3881629400.8432865,3.788837601131135
2024-04-07,Crypto,orbs,1,-977637561.656093,1989226943.1798334,32.94520172789067
2024-04-07,Crypto,sun,1,3.342249530132835,543844878.2151833,31.447459445843446
2024-04-07,Crypto,acq,1,76.52453941666805,5148472909.103479,20.88090454092663
2024-04-07,Crypto,fil,1,-977637563.5686616,7211707828.517229,30.848726935826452
2024-04-07,Crypto,dpr,1,4.169261744747383,2357043182.55029,32.32433374548432
2024-04-07,Crypto,bull,1,3.8821332607642587,1275827701.2010422,32.17148034423679
2024-04-07,Crypto,nbs,1,-951928826.1147635,-224007179.06933212,7.3229178997815865
2024-04-07,Crypto,people,1,3.8821332607642587,1275827701.2010422,32.17148034423679
2024-04-07,Crypto,wom,1,3.8821332607642587,1275827701.2010422,32.17148034423679
2024-04-07,Crypto,icx,1,-977637563.8715359,3861042725.4238186,29.16094539984949
2024-04-07,Crypto,bico,1,-2.2579750945954303e11,-4.766772490180736e10,-27.495986629466124
2024-04-07,Crypto,etc,1,2.477149353630707e10,1.9157027040083332e10,25.43223070420824
2024-04-07,Crypto,xec,1,-312960032.01891387,-226026434.3853531,-23.312031589465896
2024-04-07,Crypto,fun,1,2.004943291056838e10,-3.932712732471516e10,-297.59957272672136
2024-04-07,Crypto,jup,1,-977637539.1646144,3377109957.5576935,21.078483001786374
2024-04-07,Crypto,city,1,-1.878457153851444e10,-8271890070.333525,-23.55645823224207
2024-04-07,Crypto,arpa,1,-114.22775142425394,-3.025376099674132e10,-3.501585954939209
2024-04-07,Crypto,prom,1,-977637562.3239164,1.6443786000682552e10,15.56003415822298
2024-04-07,Crypto,flux,1,102.99845002633549,1.6787904395640549e10,16.36404010585437
2024-04-07,Crypto,orn,1,17.578249831091924,-4137902209.2796154,15.29401284134152
2024-04-07,Crypto,ton,1,-5.771858061807509e10,1.3499798138724419e10,13.755715315199456
2024-04-07,Crypto,tlos,1,137.42161844459233,1.5708848090466045e10,12.446462559322029
2024-04-07,Crypto,gtx,1,-977637552.8896003,4845860011.98927,6.865345111603347
2024-04-07,Crypto,auction,1,-125.81136460951133,-3.1740259335933033e10,-13.547619087587249
2024-04-07,Crypto,pros,1,-74.80601849510944,-1.18184420382724e10,6.372026967510788
2024-04-07,Crypto,avax,1,5.7718580697738014e10,4172264000.5298567,4.708948247097697
2024-04-07,Crypto,zcx,1,-2.257975093166903e11,-3501271728.9996185,-8.576505312305049
2024-04-07,Crypto,xdg,1,-5.869621818755807e10,5320875769.399235,-1.7067526704778864
2024-04-07,Crypto,og,1,977610128.1700587,2736676405.6164503,-53.92333152588113
2024-04-07,Crypto,glq,1,160.5067844404026,2.166817592892081e10,0.6730837052693506
2024-04-07,Crypto,tru,1,-977637650.9399858,-1.5815977484427795e10,0.7828156603136369
2024-04-07,Crypto,vara,1,-977637493.5856456,7785768842.08923,-29.86938274307778
2024-04-07,Crypto,lazio,1,-85.92442525917988,-1.0702322645127178e10,1.1983537546452414
2024-04-07,Crypto,doge,1,-5.7718580621146095e10,4391196291.005535,-0.34118674499681223
2024-04-07,Crypto,wild,1,58.646966966725024,968793444.2093868,-136.43655091350604
2024-04-07,Crypto,cvp,1,-9.37807369301203,-1.6526700516876831e10,-67.51832555819767
2024-04-07,Crypto,hard,1,1.3207302229598827,5375903528.718304,2.5661701956307166
2024-04-07,Crypto,mplx,1,977637567.2601838,567920660.6428714,2.1803021167922845
2024-04-07,Crypto,aave,1,1.3585370817800886,-178645385.99470878,2.286337108918149
2024-04-07,Crypto,dexe,1,-31.674804565289215,5493393622.405285,-17.4933851713386
2024-04-07,Crypto,kmd,1,-2.6726768664605026e10,3072254280.9789486,-9.68993915499243
2024-04-07,Crypto,xch,1,87.20183207652504,1.9433897981014343e10,2.0288240551360985
2024-04-07,Crypto,uni,1,1.0546345769580947,3077548232.431011,1.9799004979976313
2024-04-07,Crypto,rari,1,75.29599983470884,3073236898.585769,1.8316892531847
2024-04-07,Crypto,moov,1,-1.6051269626068128,5187324310.567354,-29.858531274010726
2024-04-07,Crypto,like,1,0.9616058067784401,4764367301.025804,1.3148830751561476
2024-04-07,Crypto,gfi,1,0.84820826535788,1497600139.0365705,0.8147361913112097
2024-04-07,Crypto,vrtx,0,-479.3399357669577,-2587064863.280176,124.40579633739088
2024-04-07,Crypto,epx,0,-9.983482578674278e10,-1.3143228903062988e10,202.52947308301677
2024-04-07,Crypto,pha,0,1787695247.0977793,7.371013306125522e10,199.0239829382847
2024-04-07,Crypto,slp,0,-1.0081249067965244e11,-7018672284.402265,129.8341044801184
2024-04-07,Crypto,kp3r,0,-977637543.2934693,-3066113219.0209064,134.68634976907876
2024-04-07,Crypto,rndr,0,-977637433.4458297,-6297890257.46188,87.81689066501194
2024-04-07,Crypto,epik,0,500.4164889444797,2.301655700673706e10,-275.5049182243341
2024-04-07,Crypto,azero,0,-9.216349675537614,1.4990657946367672e10,76.33977181139214
2024-04-07,Crypto,kicks,0,-25708717.781739235,-787240676.6878891,69.37647707751665
2024-04-07,Crypto,dsla,0,951928918.217418,1.2605179293406837e10,53.1723409181558
2024-04-07,Crypto,raca,0,-25708652.243932486,1.974279377976583e10,49.691793790585336
2024-04-07,Crypto,zbc,0,225.86986408856288,4.814439043631235e10,54.2277348441543
2024-04-07,Crypto,weth,0,-1.0078678169071472e11,-6299675465.827919,22.801581688309952
2024-04-07,Crypto,gt,0,-977637543.8946933,-4704486176.773981,47.13802191605664
2024-04-07,Crypto,cyber,0,-977637650.8862017,-4339898005.166742,33.18563671189984
2024-04-07,Crypto,ring,0,-977637564.93381,527516330.3341713,15.257879173264676
2024-04-07,Crypto,ceek,0,2.2481987175066132e11,1.1082749771515736e10,38.550273040244775
2024-04-07,Crypto,king,0,-951928054.5222687,2.127215502732034e10,18.583050561236178
2024-04-07,Crypto,revv,0,4.4507966643200745e10,2.4871783537296455e10,7.879022471243751
